GEOID,NAME,label,top1,top2,top3,pop,pct_asn,pct_tot,metro
06073009102,"Census Tract 91.02, San Diego County, California",Filipino,122,37%,3%,122,0.37,0.03,20
06081610500,"Census Tract 6105, San Mateo County, California",Chinese,122,32%,2%,122,0.32,0.02,21
34005701204,"Census Tract 7012.04, Burlington County, New Jersey",Asian Indian,122,70%,5%,122,0.7,0.05,14
24033805700,"Census Tract 8057, Prince George's County, Maryland",Laotian,122,57%,2%,122,0.57,0.02,26
51059452802,"Census Tract 4528.02, Fairfax County, Virginia",Asian Indian,122,61%,4%,122,0.61,0.04,26
51059482100,"Census Tract 4821, Fairfax County, Virginia",Pakistani,122,33%,3%,122,0.33,0.03,26
51153901211,"Census Tract 9012.11, Prince William County, Virginia",Filipino,122,51%,3%,122,0.51,0.03,26
51153901224,"Census Tract 9012.24, Prince William County, Virginia",Chinese,122,43%,3%,122,0.43,0.03,26
17031030601,"Census Tract 306.01, Cook County, Illinois",Asian Indian,122,31%,3%,122,0.31,0.03,6
17031770202,"Census Tract 7702.02, Cook County, Illinois",Vietnamese,122,84%,3%,122,0.84,0.03,6
17043845803,"Census Tract 8458.03, DuPage County, Illinois",Filipino,122,46%,2%,122,0.46,0.02,6
17097863003,"Census Tract 8630.03, Lake County, Illinois",Filipino,122,40%,1%,122,0.4,0.01,6
17111871305,"Census Tract 8713.05, McHenry County, Illinois",Asian Indian,122,80%,2%,122,0.8,0.02,6
25017321300,"Census Tract 3213, Middlesex County, Massachusetts",Chinese,122,37%,2%,122,0.37,0.02,2
25017383700,"Census Tract 3837, Middlesex County, Massachusetts",Korean,122,57%,2%,122,0.57,0.02,2
26125166100,"Census Tract 1661, Oakland County, Michigan",Asian Indian,122,43%,3%,122,0.43,0.03,5
27053110000,"Census Tract 1100, Hennepin County, Minnesota",Hmong,122,100%,6%,122,1,0.06,12
27139080204,"Census Tract 802.04, Scott County, Minnesota",Cambodian,122,38%,4%,122,0.38,0.04,12
36047074200,"Census Tract 742, Kings County, New York",Chinese,122,71%,4%,122,0.71,0.04,13
36061024200,"Census Tract 242, New York County, New York",Chinese,122,55%,3%,122,0.55,0.03,13
36081044000,"Census Tract 440, Queens County, New York",Bangladeshi,122,90%,3%,122,0.9,0.03,13
36119012102,"Census Tract 121.02, Westchester County, New York",Asian Indian,122,87%,3%,122,0.87,0.03,13
53033031909,"Census Tract 319.09, King County, Washington",Chinese,122,34%,4%,122,0.34,0.04,23
53033032104,"Census Tract 321.04, King County, Washington",Asian Indian,122,29%,2%,122,0.29,0.02,23
48439113919,"Census Tract 1139.19, Tarrant County, Texas",Filipino,122,28%,2%,122,0.28,0.02,4
04013110600,"Census Tract 1106, Maricopa County, Arizona",Thai,122,36%,3%,122,0.36,0.03,15
04013319903,"Census Tract 3199.03, Maricopa County, Arizona",Filipino,122,34%,2%,122,0.34,0.02,15
04013422403,"Census Tract 4224.03, Maricopa County, Arizona",Vietnamese,122,40%,3%,122,0.4,0.03,15
04013814500,"Census Tract 8145, Maricopa County, Arizona",Vietnamese,122,48%,2%,122,0.48,0.02,15
15003010904,"Census Tract 109.04, Honolulu County, Hawaii",Japanese,122,43%,4%,122,0.43,0.04,25
13297110400,"Census Tract 1104, Walton County, Georgia",Filipino,122,100%,2%,122,1,0.02,1
32003005012,"Census Tract 50.12, Clark County, Nevada",Filipino,122,90%,4%,122,0.9,0.04,10
06013378000,"Census Tract 3780, Contra Costa County, California",Chinese,121,38%,4%,121,0.38,0.04,21
06037275101,"Census Tract 2751.01, Los Angeles County, California",Filipino,121,34%,10%,121,0.34,0.1,11
06037402904,"Census Tract 4029.04, Los Angeles County, California",Chinese,121,54%,3%,121,0.54,0.03,11
06037500403,"Census Tract 5004.03, Los Angeles County, California",Filipino,121,44%,3%,121,0.44,0.03,11
06037554103,"Census Tract 5541.03, Los Angeles County, California",Vietnamese,121,37%,7%,121,0.37,0.07,11
06059001402,"Census Tract 14.02, Orange County, California",Filipino,121,35%,2%,121,0.35,0.02,11
06059021918,"Census Tract 219.18, Orange County, California",Filipino,121,31%,3%,121,0.31,0.03,11
06059032054,"Census Tract 320.54, Orange County, California",Asian Indian,121,28%,2%,121,0.28,0.02,11
06059062636,"Census Tract 626.36, Orange County, California",Chinese,121,22%,3%,121,0.22,0.03,11
06061021203,"Census Tract 212.03, Placer County, California",Asian Indian,121,49%,2%,121,0.49,0.02,18
06067002300,"Census Tract 23, Sacramento County, California",Japanese,121,41%,4%,121,0.41,0.04,18
06071006500,"Census Tract 65, San Bernardino County, California",Vietnamese,121,34%,1%,121,0.34,0.01,17
06073009703,"Census Tract 97.03, San Diego County, California",Vietnamese,121,49%,4%,121,0.49,0.04,20
06075012700,"Census Tract 127, San Francisco County, California",Chinese,121,38%,3%,121,0.38,0.03,21
42029303100,"Census Tract 3031, Chester County, Pennsylvania",Chinese,121,57%,3%,121,0.57,0.03,14
42091200704,"Census Tract 2007.04, Montgomery County, Pennsylvania",Korean,121,44%,3%,121,0.44,0.03,14
42101025300,"Census Tract 253, Philadelphia County, Pennsylvania",Chinese,121,91%,3%,121,0.91,0.03,14
34005702917,"Census Tract 7029.17, Burlington County, New Jersey",Asian Indian,121,55%,7%,121,0.55,0.07,14
34007607200,"Census Tract 6072, Camden County, New Jersey",Asian Indian,121,81%,3%,121,0.81,0.03,14
34015501606,"Census Tract 5016.06, Gloucester County, New Jersey",Asian Indian,121,46%,2%,121,0.46,0.02,14
34017011000,"Census Tract 110, Hudson County, New Jersey",Pakistani,121,32%,6%,121,0.32,0.06,13
10003015600,"Census Tract 156, New Castle County, Delaware",Asian Indian,121,100%,4%,121,1,0.04,14
51059432701,"Census Tract 4327.01, Fairfax County, Virginia",Asian Indian,121,34%,4%,121,0.34,0.04,26
51059460900,"Census Tract 4609, Fairfax County, Virginia",Asian Indian,121,45%,5%,121,0.45,0.05,26
17031020302,"Census Tract 203.02, Cook County, Illinois",Filipino,121,22%,2%,121,0.22,0.02,6
17031803008,"Census Tract 8030.08, Cook County, Illinois",Asian Indian,121,35%,3%,121,0.35,0.03,6
17031803500,"Census Tract 8035, Cook County, Illinois",Filipino,121,85%,2%,121,0.85,0.02,6
17031824004,"Census Tract 8240.04, Cook County, Illinois",Filipino,121,80%,2%,121,0.8,0.02,6
17043846315,"Census Tract 8463.15, DuPage County, Illinois",Chinese,121,40%,3%,121,0.4,0.03,6
18089040501,"Census Tract 405.01, Lake County, Indiana",Vietnamese,121,44%,4%,121,0.44,0.04,6
25009260301,"Census Tract 2603.01, Essex County, Massachusetts",Vietnamese,121,89%,3%,121,0.89,0.03,2
25017335301,"Census Tract 3353.01, Middlesex County, Massachusetts",Asian Indian,121,88%,3%,121,0.88,0.03,2
25025010408,"Census Tract 104.08, Suffolk County, Massachusetts",Asian Indian,121,39%,9%,121,0.39,0.09,2
26099215500,"Census Tract 2155, Macomb County, Michigan",Vietnamese,121,90%,2%,121,0.9,0.02,5
26125156500,"Census Tract 1565, Oakland County, Michigan",Asian Indian,121,34%,3%,121,0.34,0.03,5
26125168800,"Census Tract 1688, Oakland County, Michigan",Asian Indian,121,54%,5%,121,0.54,0.05,5
26163556900,"Census Tract 5569, Wayne County, Michigan",Asian Indian,121,43%,3%,121,0.43,0.03,5
36047092000,"Census Tract 920, Kings County, New York",Asian Indian,121,100%,4%,121,1,0.04,13
36059415402,"Census Tract 4154.02, Nassau County, New York",Asian Indian,121,46%,3%,121,0.46,0.03,13
36061000900,"Census Tract 9, New York County, New York",Chinese,121,43%,7%,121,0.43,0.07,13
36061023300,"Census Tract 233, New York County, New York",Asian Indian,121,30%,2%,121,0.3,0.02,13
36119004800,"Census Tract 48, Westchester County, New York",Korean,121,29%,2%,121,0.29,0.02,13
36119013202,"Census Tract 132.02, Westchester County, New York",Pakistani,121,40%,4%,121,0.4,0.04,13
53033021500,"Census Tract 215, King County, Washington",Chinese,121,30%,3%,121,0.3,0.03,23
53061052706,"Census Tract 527.06, Snohomish County, Washington",Hmong,121,27%,2%,121,0.27,0.02,23
48157673500,"Census Tract 6735, Fort Bend County, Texas",Filipino,121,37%,2%,121,0.37,0.02,8
48439113109,"Census Tract 1131.09, Tarrant County, Texas",Chinese,121,63%,3%,121,0.63,0.03,4
04013092717,"Census Tract 927.17, Maricopa County, Arizona",Vietnamese,121,44%,2%,121,0.44,0.02,15
04013816600,"Census Tract 8166, Maricopa County, Arizona",Chinese,121,42%,2%,121,0.42,0.02,15
02020000300,"Census Tract 3, Anchorage Municipality, Alaska",Korean,121,60%,1%,121,0.6,0.01,7
02020001200,"Census Tract 12, Anchorage Municipality, Alaska",Filipino,121,53%,3%,121,0.53,0.03,7
05143010701,"Census Tract 107.01, Washington County, Arkansas",Chinese,121,30%,2%,121,0.3,0.02,3
13121000200,"Census Tract 2, Fulton County, Georgia",Korean,121,64%,2%,121,0.64,0.02,1
13135050541,"Census Tract 505.41, Gwinnett County, Georgia",Korean,121,30%,2%,121,0.3,0.02,1
32003002915,"Census Tract 29.15, Clark County, Nevada",Filipino,121,36%,2%,121,0.36,0.02,10
32003004715,"Census Tract 47.15, Clark County, Nevada",Filipino,121,60%,2%,121,0.6,0.02,10
06013338101,"Census Tract 3381.01, Contra Costa County, California",Chinese,120,22%,2%,120,0.22,0.02,21
06013366001,"Census Tract 3660.01, Contra Costa County, California",Filipino,120,21%,3%,120,0.21,0.03,21
06013369002,"Census Tract 3690.02, Contra Costa County, California",Nepalese,120,38%,4%,120,0.38,0.04,21
06037139703,"Census Tract 1397.03, Los Angeles County, California",Chinese,120,43%,4%,120,0.43,0.04,11
06037189903,"Census Tract 1899.03, Los Angeles County, California",Filipino,120,51%,6%,120,0.51,0.06,11
06059011402,"Census Tract 114.02, Orange County, California",Korean,120,52%,5%,120,0.52,0.05,11
06067008402,"Census Tract 84.02, Sacramento County, California",Vietnamese,120,58%,2%,120,0.58,0.02,18
06085512604,"Census Tract 5126.04, Santa Clara County, California",Vietnamese,120,90%,2%,120,0.9,0.02,22
42017101807,"Census Tract 1018.07, Bucks County, Pennsylvania",Asian Indian,120,59%,3%,120,0.59,0.03,14
42045409602,"Census Tract 4096.02, Delaware County, Pennsylvania",Asian Indian,120,36%,3%,120,0.36,0.03,14
42101001201,"Census Tract 12.01, Philadelphia County, Pennsylvania",Chinese,120,40%,3%,120,0.4,0.03,14
42101980000,"Census Tract 9800, Philadelphia County, Pennsylvania",Asian Indian,120,94%,12%,120,0.94,0.12,14
34013015100,"Census Tract 151, Essex County, New Jersey",Filipino,120,38%,3%,120,0.38,0.03,13
34015501213,"Census Tract 5012.13, Gloucester County, New Jersey",Filipino,120,52%,2%,120,0.52,0.02,14
34035052700,"Census Tract 527, Somerset County, New Jersey",Chinese,120,35%,2%,120,0.35,0.02,13
34039037200,"Census Tract 372, Union County, New Jersey",Asian Indian,120,51%,3%,120,0.51,0.03,13
24031701312,"Census Tract 7013.12, Montgomery County, Maryland",Chinese,120,19%,2%,120,0.19,0.02,26
51107611014,"Census Tract 6110.14, Loudoun County, Virginia",Asian Indian,120,37%,2%,120,0.37,0.02,26
17031191000,"Census Tract 1910, Cook County, Illinois",Filipino,120,100%,5%,120,1,0.05,6
17031570300,"Census Tract 5703, Cook County, Illinois",Chinese,120,94%,2%,120,0.94,0.02,6
17031620200,"Census Tract 6202, Cook County, Illinois",Chinese,120,97%,5%,120,0.97,0.05,6
17031802610,"Census Tract 8026.10, Cook County, Illinois",Asian Indian,120,52%,7%,120,0.52,0.07,6
17031825503,"Census Tract 8255.03, Cook County, Illinois",Korean,120,75%,2%,120,0.75,0.02,6
17097861108,"Census Tract 8611.08, Lake County, Illinois",Korean,120,70%,2%,120,0.7,0.02,6
25017342102,"Census Tract 3421.02, Middlesex County, Massachusetts",Vietnamese,120,75%,3%,120,0.75,0.03,2
25017350300,"Census Tract 3503, Middlesex County, Massachusetts",Nepalese,120,58%,5%,120,0.58,0.05,2
25017357500,"Census Tract 3575, Middlesex County, Massachusetts",Chinese,120,43%,6%,120,0.43,0.06,2
26125141300,"Census Tract 1413, Oakland County, Michigan",Hmong,120,93%,3%,120,0.93,0.03,5
26125168100,"Census Tract 1681, Oakland County, Michigan",Asian Indian,120,49%,5%,120,0.49,0.05,5
27003050230,"Census Tract 502.30, Anoka County, Minnesota",Hmong,120,70%,5%,120,0.7,0.05,12
27053024400,"Census Tract 244, Hennepin County, Minnesota",Chinese,120,50%,3%,120,0.5,0.03,12
36047007100,"Census Tract 71, Kings County, New York",Chinese,120,61%,2%,120,0.61,0.02,13
36047042900,"Census Tract 429, Kings County, New York",Chinese,120,60%,2%,120,0.6,0.02,13
36059416702,"Census Tract 4167.02, Nassau County, New York",Korean,120,52%,3%,120,0.52,0.03,13
36081012100,"Census Tract 121, Queens County, New York",Asian Indian,120,57%,5%,120,0.57,0.05,13
36081015300,"Census Tract 153, Queens County, New York",Chinese,120,32%,6%,120,0.32,0.06,13
36081094202,"Census Tract 942.02, Queens County, New York",Chinese,120,25%,3%,120,0.25,0.03,13
36085008100,"Census Tract 81, Richmond County, New York",Chinese,120,43%,3%,120,0.43,0.03,13
36119001900,"Census Tract 19, Westchester County, New York",Asian Indian,120,50%,7%,120,0.5,0.07,13
36119014907,"Census Tract 149.07, Westchester County, New York",Filipino,120,68%,3%,120,0.68,0.03,13
53033011500,"Census Tract 115, King County, Washington",Filipino,120,30%,3%,120,0.3,0.03,23
53033028901,"Census Tract 289.01, King County, Washington",Filipino,120,51%,4%,120,0.51,0.04,23
48113007102,"Census Tract 71.02, Dallas County, Texas",Vietnamese,120,70%,2%,120,0.7,0.02,4
48113014701,"Census Tract 147.01, Dallas County, Texas",Vietnamese,120,59%,3%,120,0.59,0.03,4
48113015304,"Census Tract 153.04, Dallas County, Texas",Filipino,120,67%,3%,120,0.67,0.03,4
48201250200,"Census Tract 2502, Harris County, Texas",Laotian,120,88%,1%,120,0.88,0.01,8
48201310200,"Census Tract 3102, Harris County, Texas",Chinese,120,38%,6%,120,0.38,0.06,8
48201330301,"Census Tract 3303.01, Harris County, Texas",Vietnamese,120,44%,1%,120,0.44,0.01,8
48439113516,"Census Tract 1135.16, Tarrant County, Texas",Pakistani,120,32%,3%,120,0.32,0.03,4
48439113618,"Census Tract 1136.18, Tarrant County, Texas",Vietnamese,120,82%,2%,120,0.82,0.02,4
04013103701,"Census Tract 1037.01, Maricopa County, Arizona",Asian Indian,120,42%,2%,120,0.42,0.02,15
04013319300,"Census Tract 3193, Maricopa County, Arizona",Chinese,120,58%,4%,120,0.58,0.04,15
04013615100,"Census Tract 6151, Maricopa County, Arizona",Asian Indian,120,42%,3%,120,0.42,0.03,15
15003011105,"Census Tract 111.05, Honolulu County, Hawaii",Japanese,120,35%,4%,120,0.35,0.04,25
49045130702,"Census Tract 1307.02, Tooele County, Utah",Laotian,120,81%,1%,120,0.81,0.01,19
13121011422,"Census Tract 114.22, Fulton County, Georgia",Korean,120,55%,3%,120,0.55,0.03,1
13135050321,"Census Tract 503.21, Gwinnett County, Georgia",Chinese,120,33%,3%,120,0.33,0.03,1
32003005317,"Census Tract 53.17, Clark County, Nevada",Asian Indian,120,24%,2%,120,0.24,0.02,10
06037123020,"Census Tract 1230.20, Los Angeles County, California",Filipino,119,77%,3%,119,0.77,0.03,11
06037134421,"Census Tract 1344.21, Los Angeles County, California",Korean,119,26%,3%,119,0.26,0.03,11
06037134424,"Census Tract 1344.24, Los Angeles County, California",Chinese,119,22%,4%,119,0.22,0.04,11
06037271902,"Census Tract 2719.02, Los Angeles County, California",Chinese,119,27%,3%,119,0.27,0.03,11
06037310300,"Census Tract 3103, Los Angeles County, California",Korean,119,26%,4%,119,0.26,0.04,11
06037543100,"Census Tract 5431, Los Angeles County, California",Filipino,119,93%,2%,119,0.93,0.02,11
06037543202,"Census Tract 5432.02, Los Angeles County, California",Laotian,119,99%,2%,119,0.99,0.02,11
06037703002,"Census Tract 7030.02, Los Angeles County, California",Japanese,119,34%,2%,119,0.34,0.02,11
06037920111,"Census Tract 9201.11, Los Angeles County, California",Filipino,119,36%,4%,119,0.36,0.04,11
06059001401,"Census Tract 14.01, Orange County, California",Chinese,119,54%,2%,119,0.54,0.02,11
06059032033,"Census Tract 320.33, Orange County, California",Asian Indian,119,28%,3%,119,0.28,0.03,11
06073008307,"Census Tract 83.07, San Diego County, California",Chinese,119,46%,3%,119,0.46,0.03,20
06073020207,"Census Tract 202.07, San Diego County, California",Filipino,119,99%,2%,119,0.99,0.02,20
06073021204,"Census Tract 212.04, San Diego County, California",Filipino,119,65%,2%,119,0.65,0.02,20
06075016700,"Census Tract 167, San Francisco County, California",Chinese,119,32%,2%,119,0.32,0.02,21
42045401200,"Census Tract 4012, Delaware County, Pennsylvania",Pakistani,119,69%,4%,119,0.69,0.04,14
42091204900,"Census Tract 2049, Montgomery County, Pennsylvania",Chinese,119,82%,2%,119,0.82,0.02,14
42101028200,"Census Tract 282, Philadelphia County, Pennsylvania",Korean,119,30%,2%,119,0.3,0.02,14
34023004700,"Census Tract 47, Middlesex County, New Jersey",Chinese,119,46%,3%,119,0.46,0.03,13
34027045200,"Census Tract 452, Morris County, New Jersey",Filipino,119,50%,3%,119,0.5,0.03,13
34029715901,"Census Tract 7159.01, Ocean County, New Jersey",Asian Indian,119,70%,5%,119,0.7,0.05,13
34039035500,"Census Tract 355, Union County, New Jersey",Filipino,119,62%,1%,119,0.62,0.01,13
24017850711,"Census Tract 8507.11, Charles County, Maryland",Asian Indian,119,41%,2%,119,0.41,0.02,26
24031701212,"Census Tract 7012.12, Montgomery County, Maryland",Indonesian,119,20%,4%,119,0.2,0.04,26
24033804400,"Census Tract 8044, Prince George's County, Maryland",Filipino,119,73%,4%,119,0.73,0.04,26
51059460300,"Census Tract 4603, Fairfax County, Virginia",Korean,119,37%,4%,119,0.37,0.04,26
51179010204,"Census Tract 102.04, Stafford County, Virginia",Chinese,119,33%,1%,119,0.33,0.01,26
17031770800,"Census Tract 7708, Cook County, Illinois",Asian Indian,119,84%,2%,119,0.84,0.02,6
17031823901,"Census Tract 8239.01, Cook County, Illinois",Asian Indian,119,45%,3%,119,0.45,0.03,6
17093890201,"Census Tract 8902.01, Kendall County, Illinois",Filipino,119,74%,3%,119,0.74,0.03,6
17097864002,"Census Tract 8640.02, Lake County, Illinois",Filipino,119,59%,2%,119,0.59,0.02,6
25017325100,"Census Tract 3251, Middlesex County, Massachusetts",Cambodian,119,32%,1%,119,0.32,0.01,2
25017364101,"Census Tract 3641.01, Middlesex County, Massachusetts",Laotian,119,52%,2%,119,0.52,0.02,2
25021411302,"Census Tract 4113.02, Norfolk County, Massachusetts",Asian Indian,119,40%,3%,119,0.4,0.03,2
26163561600,"Census Tract 5616, Wayne County, Michigan",Korean,119,74%,3%,119,0.74,0.03,5
27123042503,"Census Tract 425.03, Ramsey County, Minnesota",Hmong,119,42%,4%,119,0.42,0.04,12
36005031400,"Census Tract 314, Bronx County, New York",Vietnamese,119,47%,5%,119,0.47,0.05,13
36059409100,"Census Tract 4091, Nassau County, New York",Chinese,119,32%,2%,119,0.32,0.02,13
36061017100,"Census Tract 171, New York County, New York",Asian Indian,119,37%,1%,119,0.37,0.01,13
36087011404,"Census Tract 114.04, Rockland County, New York",Asian Indian,119,26%,3%,119,0.26,0.03,13
48085031718,"Census Tract 317.18, Collin County, Texas",Asian Indian,119,31%,5%,119,0.31,0.05,4
48113013805,"Census Tract 138.05, Dallas County, Texas",Korean,119,30%,4%,119,0.3,0.04,4
48201251200,"Census Tract 2512, Harris County, Texas",Pakistani,119,54%,2%,119,0.54,0.02,8
48201321900,"Census Tract 3219, Harris County, Texas",Nepalese,119,100%,2%,119,1,0.02,8
48201532300,"Census Tract 5323, Harris County, Texas",Pakistani,119,48%,2%,119,0.48,0.02,8
48201533701,"Census Tract 5337.01, Harris County, Texas",Cambodian,119,53%,2%,119,0.53,0.02,8
48439111541,"Census Tract 1115.41, Tarrant County, Texas",Vietnamese,119,61%,3%,119,0.61,0.03,4
04013092500,"Census Tract 925, Maricopa County, Arizona",Vietnamese,119,64%,2%,119,0.64,0.02,15
04013092719,"Census Tract 927.19, Maricopa County, Arizona",Burmese,119,42%,3%,119,0.42,0.03,15
04013107201,"Census Tract 1072.01, Maricopa County, Arizona",Nepalese,119,28%,5%,119,0.28,0.05,15
04013112510,"Census Tract 1125.10, Maricopa County, Arizona",Chinese,119,55%,2%,119,0.55,0.02,15
04013422641,"Census Tract 4226.41, Maricopa County, Arizona",Chinese,119,32%,2%,119,0.32,0.02,15
04013614300,"Census Tract 6143, Maricopa County, Arizona",Asian Indian,119,39%,4%,119,0.39,0.04,15
04013810700,"Census Tract 8107, Maricopa County, Arizona",Filipino,119,34%,2%,119,0.34,0.02,15
05143010509,"Census Tract 105.09, Washington County, Arkansas",Laotian,119,52%,1%,119,0.52,0.01,3
49035112402,"Census Tract 1124.02, Salt Lake County, Utah",Vietnamese,119,100%,2%,119,1,0.02,19
13067031002,"Census Tract 310.02, Cobb County, Georgia",Nepalese,119,48%,1%,119,0.48,0.01,1
13089021217,"Census Tract 212.17, DeKalb County, Georgia",Asian Indian,119,70%,5%,119,0.7,0.05,1
13097080404,"Census Tract 804.04, Douglas County, Georgia",Japanese,119,38%,1%,119,0.38,0.01,1
13113140304,"Census Tract 1403.04, Fayette County, Georgia",Thai,119,56%,2%,119,0.56,0.02,1
13121011420,"Census Tract 114.20, Fulton County, Georgia",Filipino,119,75%,1%,119,0.75,0.01,1
13135050520,"Census Tract 505.20, Gwinnett County, Georgia",Asian Indian,119,53%,2%,119,0.53,0.02,1
32003005314,"Census Tract 53.14, Clark County, Nevada",Filipino,119,65%,4%,119,0.65,0.04,10
32003005350,"Census Tract 53.50, Clark County, Nevada",Chinese,119,36%,3%,119,0.36,0.03,10
06001431100,"Census Tract 4311, Alameda County, California",Chinese,118,31%,3%,118,0.31,0.03,21
06037143700,"Census Tract 1437, Los Angeles County, California",Chinese,118,34%,3%,118,0.34,0.03,11
06037215101,"Census Tract 2151.01, Los Angeles County, California",Filipino,118,26%,4%,118,0.26,0.04,11
06037575803,"Census Tract 5758.03, Los Angeles County, California",Korean,118,50%,4%,118,0.5,0.04,11
06061021501,"Census Tract 215.01, Placer County, California",Filipino,118,32%,2%,118,0.32,0.02,18
06075012601,"Census Tract 126.01, San Francisco County, California",Chinese,118,57%,5%,118,0.57,0.05,21
42017104603,"Census Tract 1046.03, Bucks County, Pennsylvania",Chinese,118,72%,2%,118,0.72,0.02,14
42029311300,"Census Tract 3113, Chester County, Pennsylvania",Asian Indian,118,42%,2%,118,0.42,0.02,14
42091200506,"Census Tract 2005.06, Montgomery County, Pennsylvania",Chinese,118,29%,3%,118,0.29,0.03,14
42101014600,"Census Tract 146, Philadelphia County, Pennsylvania",Chinese,118,30%,3%,118,0.3,0.03,14
42101030200,"Census Tract 302, Philadelphia County, Pennsylvania",Chinese,118,37%,1%,118,0.37,0.01,14
34003027000,"Census Tract 270, Bergen County, New Jersey",Chinese,118,41%,3%,118,0.41,0.03,13
34023003203,"Census Tract 32.03, Middlesex County, New Jersey",Asian Indian,118,56%,3%,118,0.56,0.03,13
34025801900,"Census Tract 8019, Monmouth County, New Jersey",Filipino,118,68%,4%,118,0.68,0.04,13
34025806503,"Census Tract 8065.03, Monmouth County, New Jersey",Filipino,118,37%,3%,118,0.37,0.03,13
24021751202,"Census Tract 7512.02, Frederick County, Maryland",Vietnamese,118,26%,2%,118,0.26,0.02,26
11001010500,"Census Tract 105, District of Columbia, District of Columbia",Filipino,118,60%,3%,118,0.6,0.03,26
51059430101,"Census Tract 4301.01, Fairfax County, Virginia",Vietnamese,118,18%,2%,118,0.18,0.02,26
17031071800,"Census Tract 718, Cook County, Illinois",Chinese,118,46%,4%,118,0.46,0.04,6
17031310200,"Census Tract 3102, Cook County, Illinois",Chinese,118,55%,8%,118,0.55,0.08,6
17089852903,"Census Tract 8529.03, Kane County, Illinois",Chinese,118,77%,2%,118,0.77,0.02,6
17097861105,"Census Tract 8611.05, Lake County, Illinois",Asian Indian,118,65%,3%,118,0.65,0.03,6
17097862604,"Census Tract 8626.04, Lake County, Illinois",Filipino,118,85%,2%,118,0.85,0.02,6
25017316500,"Census Tract 3165, Middlesex County, Massachusetts",Bangladeshi,118,45%,2%,118,0.45,0.02,2
25017341901,"Census Tract 3419.01, Middlesex County, Massachusetts",Vietnamese,118,80%,8%,118,0.8,0.08,2
26125154500,"Census Tract 1545, Oakland County, Michigan",Asian Indian,118,73%,5%,118,0.73,0.05,5
26125194100,"Census Tract 1941, Oakland County, Michigan",Asian Indian,118,84%,4%,118,0.84,0.04,5
26163581200,"Census Tract 5812, Wayne County, Michigan",Vietnamese,118,68%,3%,118,0.68,0.03,5
27053104400,"Census Tract 1044, Hennepin County, Minnesota",Asian Indian,118,79%,5%,118,0.79,0.05,12
36005020200,"Census Tract 202, Bronx County, New York",Bangladeshi,118,39%,5%,118,0.39,0.05,13
36005039901,"Census Tract 399.01, Bronx County, New York",Vietnamese,118,34%,2%,118,0.34,0.02,13
36047063600,"Census Tract 636, Kings County, New York",Chinese,118,94%,8%,118,0.94,0.08,13
36047064600,"Census Tract 646, Kings County, New York",Chinese,118,91%,5%,118,0.91,0.05,13
36047069800,"Census Tract 698, Kings County, New York",Chinese,118,73%,8%,118,0.73,0.08,13
36047073800,"Census Tract 738, Kings County, New York",Pakistani,118,56%,3%,118,0.56,0.03,13
36047089600,"Census Tract 896, Kings County, New York",Asian Indian,118,94%,4%,118,0.94,0.04,13
36061006700,"Census Tract 67, New York County, New York",Korean,118,40%,2%,118,0.4,0.02,13
36081051100,"Census Tract 511, Queens County, New York",Chinese,118,51%,6%,118,0.51,0.06,13
36081065600,"Census Tract 656, Queens County, New York",Chinese,118,73%,2%,118,0.73,0.02,13
36081077300,"Census Tract 773, Queens County, New York",Chinese,118,33%,5%,118,0.33,0.05,13
36085013302,"Census Tract 133.02, Richmond County, New York",Bangladeshi,118,44%,4%,118,0.44,0.04,13
36087012502,"Census Tract 125.02, Rockland County, New York",Asian Indian,118,43%,2%,118,0.43,0.02,13
36103123702,"Census Tract 1237.02, Suffolk County, New York",Filipino,118,49%,1%,118,0.49,0.01,13
36119002204,"Census Tract 22.04, Westchester County, New York",Asian Indian,118,51%,2%,118,0.51,0.02,13
48113019041,"Census Tract 190.41, Dallas County, Texas",Korean,118,25%,4%,118,0.25,0.04,4
48121021719,"Census Tract 217.19, Denton County, Texas",Asian Indian,118,56%,3%,118,0.56,0.03,4
48157672200,"Census Tract 6722, Fort Bend County, Texas",Asian Indian,118,40%,4%,118,0.4,0.04,8
48201422402,"Census Tract 4224.02, Harris County, Texas",Vietnamese,118,53%,2%,118,0.53,0.02,8
48439101500,"Census Tract 1015, Tarrant County, Texas",Thai,118,42%,3%,118,0.42,0.03,4
48439105704,"Census Tract 1057.04, Tarrant County, Texas",Burmese,118,37%,1%,118,0.37,0.01,4
04013103214,"Census Tract 1032.14, Maricopa County, Arizona",Asian Indian,118,46%,3%,118,0.46,0.03,15
04013216840,"Census Tract 2168.40, Maricopa County, Arizona",Chinese,118,72%,2%,118,0.72,0.02,15
04013318700,"Census Tract 3187, Maricopa County, Arizona",Asian Indian,118,30%,3%,118,0.3,0.03,15
04013523005,"Census Tract 5230.05, Maricopa County, Arizona",Asian Indian,118,40%,2%,118,0.4,0.02,15
04013523006,"Census Tract 5230.06, Maricopa County, Arizona",Asian Indian,118,39%,2%,118,0.39,0.02,15
05143010102,"Census Tract 101.02, Washington County, Arkansas",Chinese,118,28%,1%,118,0.28,0.01,3
05143010401,"Census Tract 104.01, Washington County, Arkansas",Vietnamese,118,60%,2%,118,0.6,0.02,3
49035102701,"Census Tract 1027.01, Salt Lake County, Utah",Burmese,118,43%,2%,118,0.43,0.02,19
